arrest_id,dob,sex,arrest_timestamp,incident_offense,ucrcode,charge,charge_description,district,beat,neighborhood,person_id,harm_score,incident_id,first_name,last_name,race,middle_name,latitude,longitude,street,city,zipcode,county,state
3815,6/14/1994,F,3/5/2015 1:27,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,118,PARK AT CROSSROADS,9256,17,,Amber,Thibodeaux,BLACK,Ellen,35.751,-78.749,8000 HYDON DAWN LN,CARY,,Wake County,NC
3816,8/4/1972,M,3/5/2015 20:57,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D2,121,HERITAGE PINES,9236,17,,Marcelino,Bulzomi,WHITE,Gerard,35.81,-78.862,200 MUIR BROOK PL,CARY,,Wake County,NC
3830,4/16/1982,M,3/2/2015 0:21,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,WAKE,WAKE,,16231,17,,James,Dominguez,HISPANIC,David,35.814,-78.776,1000 N HARRISON AV,CARY,,Wake County,NC
4118,2/19/1976,F,1/1/2015 4:12,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,113,LANDMARK AT EAGLE LANDING,7524,17,,Lisa,Manning,WHITE,Sylvia,35.803,-78.773,100 KINDLETREE CT,CARY,,Wake County,NC
5263,3/29/1989,M,6/7/2014 4:33,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,111,,17570,17,,Robert,Conrad,WHITE,Dean,35.807,-78.789,300 MATILDA PL,CARY,,Wake County,NC
4267,3/30/1943,F,12/1/2014 1:36,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,116,KENSINGTON AT REGENCY,17026,17,,Lacey,Campion,WHITE,Debbie,35.711,-78.799,700 EVANVALE CT,CARY,,Wake County,NC
4270,8/8/1997,F,12/1/2014 23:27,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,118,WALNUT PLAZA,12920,17,,Betty,Falaise,WHITE,Corrine,35.758,-78.739,2000 WALNUT ST,CARY,,Wake County,NC
4359,4/3/1961,M,11/10/2014 22:21,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D2,117,PARKGATE,17075,17,,Jeremy,Ledbetter,WHITE,Bruce,35.779,-78.866,100 PARKBOW CT,CARY,,Wake County,NC
4438,2/12/1949,M,10/26/2014 20:12,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D2,119,BROOK ARBOR APARTMENTS,14319,17,,Gary,Watson,WHITE,James,35.797,-78.872,800 BROOK ARBOR DR,CARY,,Wake County,NC
4442,12/4/1971,F,10/25/2014 5:58,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,113,HYDE PARK APARTMENTS,17120,17,,Robin,Circle,WHITE,Patricia,35.805,-78.778,200 HYDE PARK CT,CARY,,Wake County,NC
4514,12/1/1990,F,10/13/2014 22:35,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,120,TCAP ZONE,17159,17,,Pattie,Nakata,ASIAN,Marie,35.786,-78.776,100 TEMPLETON ST,CARY,,Wake County,NC
4515,3/16/1986,M,10/13/2014 22:35,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,120,TCAP ZONE,17160,17,,Donald,Kight,WHITE,Armando,35.786,-78.776,100 TEMPLETON ST,CARY,,Wake County,NC
4517,12/31/1999,F,10/13/2014 2:12,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,115,RIVERWALK TOWNHOMES,14675,17,,Marilyn,Truong,ASIAN,Reynalda,35.763,-78.799,200 RIVERWALK CIR,CARY,,Wake County,NC
4552,1/9/1990,F,10/6/2014 0:02,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,112,WALNUT HILLS,17179,17,,Samantha,Stallworth,WHITE,Yvonne,35.77,-78.751,1000 MANCHESTER DR,CARY,,Wake County,NC
4775,4/19/1968,M,8/28/2014 18:49,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,115,GREENFIELD OFFICE PARK,17308,17,,John,Costello,HISPANIC,Henry,35.77,-78.783,100 KILMAYNE DR,CARY,,Wake County,NC
4823,8/15/1975,F,8/21/2014 4:31,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,111,OAK HOLLOW APARTMENTS,13950,17,,Paula,Rea,HISPANIC,Eleanor,35.81,-78.784,100 HOLLINGSWORTH CT,CARY,,Wake County,NC
4917,10/29/1967,M,8/5/2014 22:23,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D2,119,BEXLEY AT TRIANGLE PARK,17391,17,,Otha,Cota,HISPANIC,Daniel,35.856,-78.896,2000 PICKETT BRANCH RD,CARY,,Wake County,NC
4926,9/10/1990,F,8/4/2014 10:41,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,114,CHATHAM FOREST APTS,12340,17,,Josephine,Pullara,WHITE,Denise,35.779,-78.794,800 BUCKINGHAM CT,CARY,,Wake County,NC
4927,3/21/1983,M,8/4/2014 3:09,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,118,WELLINGTON RIDGE,17397,17,,Percy,Bruce,WHITE,Jack,35.752,-78.763,1000 RENSHAW CT,CARY,,Wake County,NC
5047,8/3/1994,M,7/13/2014 2:40,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,115,ARBORS AT CARY,3536,17,,Ray,Ross,WHITE,Alvin,35.765,-78.788,300 BARGATE DR,CARY,,Wake County,NC
5174,6/17/1993,M,6/19/2014 2:27,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,111,OAK HOLLOW APARTMENTS,17522,17,,Raymond,Pasanen,BLACK,Marvin,35.81,-78.783,7000 CHAPEL HILL RD,CARY,,Wake County,NC
5281,12/15/1972,M,6/3/2014 8:18,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,120,CARY TOWNE CENTER,13908,17,,Julio,Santiago,HISPANIC,Darryl,35.773,-78.759, DJJDP,RALEIGH,,Wake County,NC
5282,12/16/1975,M,6/3/2014 8:11,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,120,CARY TOWNE CENTER,17578,17,,Tom,Wharton,BLACK,Carl,35.773,-78.759, DJJDP,RALEIGH,,Wake County,NC
5295,12/2/1979,M,6/1/2014 23:11,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,115,KILDAIRE FARMS UNDEV,10677,17,,Lewis,Sutherland,WHITE,Trevor,35.764,-78.784,1000 KILDAIRE FARM RD,CARY,,Wake County,NC
5324,6/6/1985,F,5/29/2014 14:27,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D2,117,DAVIS DRIVE MIDDLE SCHOOL,17603,17,,Maria,Smith,WHITE,Christian,35.777,-78.85,2000 DAVIS DR,CARY,,Wake County,NC
5326,8/22/1952,F,5/29/2014 14:42,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D2,117,DAVIS DRIVE MIDDLE SCHOOL,17605,17,,Christine,Reed,WHITE,Erin,35.777,-78.85,2000 DAVIS DR,CARY,,Wake County,NC
5470,8/27/1962,M,5/7/2014 19:29,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,113,NORTHWOODS MEWS APTS,17676,17,,Eric,Haywood,WHITE,Garland,35.8,-78.773,200 COCONUT MEWS,CARY,,Wake County,NC
5486,10/24/2005,M,5/5/2014 1:46,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,116,GLENNMITT STONE,11955,17,,Elvin,Ledesma,HISPANIC,Gregory,35.689,-78.789,4000 TRILAND WAY,CARY,,Wake County,NC
5516,8/21/1976,M,4/29/2014 2:31,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,116,REGENCY PARK,17703,17,,Anderson,Pace,WHITE,Daryl,35.732,-78.788,3000 REGENCY PKWY,CARY,,Wake County,NC
5683,6/13/1972,M,4/3/2014 21:13,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,111,TCAP ZONE,332,17,,William,Herrera,HISPANIC,Michael,35.792,-78.783,200 GRAY ST,CARY,,Wake County,NC
6149,11/27/1993,F,1/13/2014 21:41,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,115,BRIARCLIFF,5753,17,,Deborah,Ming,ASIAN,Frances,35.77,-78.786,1000 POND ST,CARY,,Wake County,NC
6157,8/15/2005,F,1/12/2014 20:42,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,112,VILLAGE AT BUCK JONES,15972,17,,Bertha,Yang,ASIAN,Stacy,35.77,-78.741,1000 BUCK JONES RD,CARY,,Wake County,NC
6162,8/31/1999,F,1/12/2014 17:45,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,111,WESTON POINT,18058,17,,Carol,Scott,WHITE,Goldie,35.822,-78.796,100 SANDY HOOK WAY,CARY,,Wake County,NC
6219,12/14/1975,F,12/31/2013 3:37,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,115,ARBORS AT CARY,18090,17,,Porsha,Leon,HISPANIC,Courtney,35.766,-78.788,300 CHESWICK PL,CARY,,Wake County,NC
6376,8/28/1968,F,12/3/2013 19:50,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,113,HEARTHSTONE,18174,17,,Winifred,Prescott,WHITE,Alicia,35.808,-78.769,100 SILO CT,CARY,,Wake County,NC
6581,12/3/1975,F,11/3/2013 11:50,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,111,HARRISON GRANDE AT CARY APTS.,14215,17,,Nina,Mercado,HISPANIC,Kay,35.805,-78.788,1000 GRANDE HARMONY PL,CARY,,Wake County,NC
6594,6/3/1965,M,11/2/2013 8:29,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,115,CHURCHILL DOWNS,13953,17,,Antonio,Wessinger,BLACK,Edward,35.755,-78.785,100 CASTLEWOOD DR,CARY,,Wake County,NC
6620,9/25/2000,F,10/27/2013 19:34,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,112,GREENWOOD ACRES,18299,17,,Beth,Rodriguez,HISPANIC,Jessie,35.767,-78.758,1000 WALNUT ST,CARY,,Wake County,NC
7010,9/23/1995,F,8/28/2013 1:49,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D2,117,BISHOPS GATE,17720,17,,Marsha,Lastra,WHITE,Pauline,35.768,-78.837,600 ROYAL TOWER WAY,CARY,,Wake County,NC
7391,11/21/1968,F,6/23/2013 17:33,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,113,WILLOUGHBY PLACE,18726,17,,Diane,Mcneil,WHITE,Vashti,35.797,-78.771,100 ABBOTT LN,CARY,,Wake County,NC
7392,4/2/1977,F,6/23/2013 2:33,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,120,CHATHAM ESTATES,18727,17,,Janelle,Brown,WHITE,Sheila,35.789,-78.766,600 CEDAR ST,CARY,,Wake County,NC
7423,12/27/1993,M,6/19/2013 18:35,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,115,PEBBLE CREEK TOWNHOMES,18745,17,,Stevie,Turner,BLACK,Thomas,35.757,-78.795,100 BOGUE CT,CARY,,Wake County,NC
7497,12/7/1998,F,6/6/2013 1:58,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,114,CHATHAM WOODS DUPLEX,18780,17,,Brenda,Singh,ASIAN,Mary,35.781,-78.796,100 CHATHAM WOODS DR,CARY,,Wake County,NC
7502,4/7/1969,M,6/6/2013 2:38,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D2,121,WESTPORT AT TWIN LAKES,18782,17,,Harold,Jeter,WHITE,Karl,35.835,-78.851,100 POINT COMFORT LN,CARY,,Wake County,NC
7518,1/26/1938,M,6/4/2013 23:47,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,111,HARRISON GRANDE AT CARY APTS.,18790,17,,James,Sama,WHITE,Charles,35.805,-78.787,2000 GRANDE HARMONY PL,CARY,,Wake County,NC
7537,9/25/2000,M,5/31/2013 15:30,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,120,MOBILE ESTATES,18796,17,,Michael,Bartholomew,BLACK,Joseph,35.787,-78.762,100 BERN ST,CARY,,Wake County,NC
7549,11/14/1999,F,5/29/2013 19:52,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,118,SOUTHEAST ZONE,11112,17,,Jennie,Miller,WHITE,Brenda,35.759,-78.744,1000 WALNUT ST,CARY,,Wake County,NC
7728,1/9/1994,M,4/30/2013 20:21,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,115,"LAWNS, THE",18897,17,,Jeffery,Leonard,BLACK,Joseph,35.749,-78.778,300 ASHVILLE AV,CARY,,Wake County,NC
7819,8/23/1982,M,4/18/2013 19:29,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,115,KILARNEY RIDGE,9572,17,,Ronald,Johnson,WHITE,Albert,35.759,-78.823,3000 KILARNEY RIDGE LOOP,CARY,,Wake County,NC
7884,8/15/1947,F,4/9/2013 17:38,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,115,SAVON HEIGHTS,18980,17,,Monica,Malone,WHITE,Norma,35.77,-78.796,1000 PAMLICO DR,CARY,,Wake County,NC
7992,4/14/1996,M,3/17/2013 18:54,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,114,TCAP ZONE,8444,17,,Micah,Townsend,WHITE,Miguel,35.786,-78.792,500 OLD APEX RD,CARY,,Wake County,NC
8021,1/3/1975,M,3/11/2013 22:42,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D2,117,BISHOPS GATE,10851,17,,Shawn,Montoya,HISPANIC,Bryan,35.765,-78.835,100 TUSSLED IVY WAY,CARY,,Wake County,NC
8054,2/12/1992,M,3/4/2013 23:44,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,112,WILLIAMSBURG MANOR,10413,17,,Keith,Lewis,BLACK,Elton,35.767,-78.749,1000 NOTTINGHAM CIR,CARY,,Wake County,NC
8063,4/15/2000,M,3/2/2013 3:31,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,114,SUNSET HILLS,18014,17,,Michael,Aguirre,HISPANIC,Robert,35.789,-78.792,500 MAYFAIR ST,CARY,,Wake County,NC
8173,4/16/1962,M,2/15/2013 18:18,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,120,CARY TOWNE CENTER,19135,17,,Daniel,Obrien,WHITE,Chad,35.773,-78.759,1000 WALNUT ST,CARY,,Wake County,NC
8185,3/13/1967,M,2/15/2013 0:17,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,116,STONEBRIDGE MF,13563,17,,Sebastian,Cammarata,BLACK,Ronald,35.702,-78.789,3000 STONEBEND LOOP,CARY,,Wake County,NC
8416,8/7/1977,M,1/10/2013 15:26,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,111,SPRINGBROOKE,19084,17,,Jeremy,Felton,WHITE,Louie,35.814,-78.79,100 TWILIGHT CT,CARY,,Wake County,NC
1229,2/13/1994,M,7/29/2016 23:56,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D2,117,DEVEREAUX,15306,17,,John,Vaughan,BLACK,Steve,35.766,-78.867,900 WAKEHURST DR,CARY,,Wake County,NC
3431,7/1/1970,F,5/20/2015 21:21,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,120,CARY TOWNE CENTER,4171,17,,June,Frazier,WHITE,Judy,35.773,-78.759,1000 WALNUT ST,CARY,,Wake County,NC
6385,3/21/1939,F,12/1/2013 9:51,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,114,WATERFORD FOREST APTS,18177,17,,Carline,Say,ASIAN,Helen,35.784,-78.806,300 FOREST WIND WAY,CARY,,Wake County,NC
6562,6/1/1974,F,11/6/2013 3:24,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,114,MAYNARD CROSSING,18265,17,,Jennie,Sensenig,WHITE,Susan,35.785,-78.812,1000 WATERFORD FOREST CIR,CARY,,Wake County,NC
6567,7/2/1993,M,11/5/2013 23:35,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,114,MAYNARD CROSSING,18268,17,,Michael,Zuniga,HISPANIC,Jeffrey,35.785,-78.812,1000 WATERFORD FOREST CIR,CARY,,Wake County,NC
6579,11/9/1995,M,11/4/2013 8:40,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,115,WAKE MEDICAL CENTER,10597,17,,Larry,Schloemer,BLACK,Willie,35.74,-78.781,100 WILKINSON AV,CARY,,Wake County,NC
7572,9/25/1990,M,5/26/2013 15:39,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,111,OAK HOLLOW APARTMENTS,18813,17,,Keith,Gauthier,WHITE,Eugene,35.81,-78.784,100 NORTHINGTON PL,CARY,,Wake County,NC
7688,7/29/1958,F,5/5/2013 22:56,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D2,121,PRESTON VILLAGE NORTH,18874,17,,Elizabeth,Short,WHITE,Dorothy,35.808,-78.848,100 BAYLISS CT,CARY,,Wake County,NC
7690,6/5/1988,F,5/5/2013 14:06,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D2,117,WEATHERSBY,2487,17,,Josefina,Dymek,WHITE,Barbara,35.764,-78.842,400 HILLTOP VIEW ST,CARY,,Wake County,NC
7694,12/17/1979,M,5/5/2013 0:12,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,120,FOREST PARK,18877,17,,Walter,Reynolds,WHITE,Chad,35.785,-78.773,300 WEBSTER ST,CARY,,Wake County,NC
7703,7/18/1970,F,5/5/2013 1:22,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D2,121,PRESTON FAIRWAYS,11595,17,,Lynne,Alleyne,WHITE,Michelle,35.795,-78.826,100 BALSAMWOOD CT,CARY,,Wake County,NC
8444,1/3/1975,F,1/4/2013 10:00,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,112,SOUTH HILLS SHOPPING CENTER,14593,17,,Christie,Worrilow,WHITE,Elisha,35.764,-78.743,100 BAINES CT,CARY,,Wake County,NC
1587,11/13/2005,M,5/23/2016 19:13,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D2,119,PARKSIDE TOWN COMMONS,15510,17,,Joseph,Mangano,BLACK,Bob,35.85,-78.89,500 DOMINION OAK CIR,CARY,,Wake County,NC
3348,2/8/1993,M,6/4/2015 18:17,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,120,CARY TOWNE CENTER,16526,17,,Samuel,Robbins,BLACK,Maurice,35.773,-78.759,1000 WALNUT ST,CARY,,Wake County,NC
6852,8/13/1996,M,9/22/2013 9:51,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,113,HIGHLAND PARK DUPLEX,18422,17,,Robert,Snow,WHITE,Robert,35.795,-78.767,1000 KILDAIRE FARM RD,CARY,,Wake County,NC
8350,5/5/1997,F,1/18/2013 7:40,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D2,117,DAVIS DRIVE MIDDLE SCHOOL,19230,17,,Nancy,Grooms,WHITE,Pauletta,35.777,-78.85,2000 DAVIS DR,CARY,,Wake County,NC
366,11/13/1996,M,2/27/2017 19:50,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D2,121,PRESTON VILLAGE NORTH,14488,17,,Marco,Gross,BLACK,Christopher,35.813,-78.853,600 WALCOTT WAY,CARY,,Wake County,NC
369,7/31/1990,M,2/27/2017 13:16,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,113,LANDMARK AT WATERCREST,14780,17,,Patrick,Maxwell,WHITE,Robert,35.802,-78.771,200 APPLEDOWN DR,CARY,,Wake County,NC
381,4/2/1968,F,2/25/2017 5:02,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,111,EVANS ESTATES,14232,17,,Karen,Everitt,WHITE,Carolyn,35.806,-78.789,300 EVANS ESTATES DR,CARY,,Wake County,NC
382,10/8/1977,M,2/25/2017 6:28,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,111,EVANS ESTATES,14233,17,,Eugene,Fairbank,WHITE,Rigoberto,35.806,-78.789, EVANS ESTATE DR,,,Wake County,NC
793,8/8/1982,F,11/22/2016 22:03,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,118,PINK ACRES,15023,17,,Carol,Dalton,WHITE,Sara,35.743,-78.753,6000 REBECCA CIR,CARY,,Wake County,NC
818,6/8/2003,F,11/15/2016 23:35,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,118,AUDUBON PARC APTS.,11056,17,,Cecilia,Scott,WHITE,Maribeth,35.735,-78.776,1000 AUDUBON PARC DR,CARY,,Wake County,NC
820,4/3/1946,M,11/15/2016 22:16,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,118,SUMMERWINDS,12228,17,,Lawrence,Krips,WHITE,Jordan,35.74,-78.768,100 E GREEN FOREST DR,CARY,,Wake County,NC
826,4/26/1983,M,11/14/2016 15:33,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D3,116,,15047,17,,Jerry,Huang,BLACK,John,35.736,-78.787,7000 TRYON RD/REGENCY PKWY,CARY,,Wake County,NC
1973,11/9/1963,M,3/12/2016 21:45,Simple Assault,810,SIMPLE ASSAULT 0810A,Assault - Simple Physical,D1,111,WESTON LAKESIDE,15674,17,,James,Shaw,WHITE,Wyatt,35.834,-78.783,1000 UMSTEAD HOLLOW PL,CARY,,Wake County,NC
